,NO OF ITERATIONS,COST,BIAS HISTORY,WEIGHT_HISTORY
18,1800,0.03856190623730467,0.23439798806923004,"[ 0.19782316  0.4666392   0.19269333  0.34995675  0.1615464  -0.97576251
  0.87890973  1.20335193  0.39240988 -0.10834637  2.13907251 -0.10844357
  1.02128021  1.54520624 -0.34416927 -0.85227143 -0.23502071  0.40419977
 -0.05338036 -1.49936127  1.22964206  1.43123184  0.89866265  1.2809885
  0.54598221 -0.09894684  1.21825031  1.28632604  0.5720025   1.18744354]"
19,1900,0.038393894509910584,0.23989584711161713,"[ 0.19352529  0.46325833  0.18924648  0.34826498  0.1624673  -0.98989564
  0.88287025  1.21014085  0.39429302 -0.10526926  2.14833679 -0.1106802
  1.01178722  1.55558253 -0.34243629 -0.84512634 -0.24139243  0.41009121
 -0.05104767 -1.51567077  1.23508386  1.43657918  0.89948576  1.29039839
  0.54183136 -0.10450153  1.22244375  1.28367685  0.56994734  1.20341255]"
20,2000,0.038244382666121214,0.24459532325415462,"[ 0.18960636  0.46028037  0.18617156  0.34677562  0.16354297 -1.0025844
  0.88654898  1.21610612  0.39601461 -0.10257548  2.15636481 -0.11268379
  1.00271173  1.56493269 -0.3408403  -0.83826411 -0.24723073  0.41566745
 -0.04918246 -1.5305669   1.23996147  1.4412632   0.90024352  1.29904593
  0.53799694 -0.10965604  1.22614428  1.28083239  0.56817886  1.21780714]"
21,2100,0.0381110255905623,0.2486244627275162,"[ 0.18602358  0.45765795  0.18342161  0.34545782  0.16472328 -1.01398695
  0.88997121  1.2213472   0.39758168 -0.10021441  2.16334176 -0.11447927
  0.99408177  1.57337534 -0.33937336 -0.83171029 -0.25258893  0.42094247
 -0.04770914 -1.54417758  1.24434074  1.44536673  0.90094796  1.30699821
  0.53445797 -0.11443844  1.2294166   1.2778678   0.5666631   1.2308045 ]"
22,2200,0.0379918216310229,0.25208905904596246,"[ 0.18274038  0.45534917  0.18095658  0.34428621  0.16596831 -1.02424257
  0.89315934  1.22595139  0.39900291 -0.09814282  2.16942215 -0.1160887
  0.98591113  1.58101281 -0.33802717 -0.82547993 -0.25751372  0.4259289
 -0.04656335 -1.55661861  1.24827871  1.44896211  0.90160825  1.31431569
  0.5311945  -0.11887519  1.23231628  1.27484301  0.56536944  1.24255851]"
23,2300,0.03788505479116637,0.25507682612506727,"[ 0.17972537  0.45331698  0.17874223  0.34323985  0.16724649 -1.03347415
  0.8961333   1.22999532  0.40028793 -0.09632362  2.17473537 -0.11753167
  0.97820294  1.58793378 -0.33679341 -0.81958    -0.26204611  0.43063858
 -0.04569034 -1.5679948   1.25182498  1.45211249  0.90223135  1.32105292
  0.52818755 -0.12299108  1.23489112  1.27180549  0.56427038  1.25320332]"
24,2400,0.03778924808411724,0.25766072551739316,"[ 0.17695139  0.45152865  0.17674909  0.34230133  0.16853314 -1.04179036
  0.89891076  1.23354628  0.40144675 -0.09472485  2.17939015 -0.11882559
  0.97095252  1.59421539 -0.33566396 -0.81401123 -0.26622233  0.43508281
 -0.04504358 -1.5784011   1.2550228   1.45487305  0.90282256  1.32725921
  0.52541909 -0.12680933  1.23718226  1.26879248  0.56334131  1.26285631]"
25,2500,0.03770312555964305,0.2599016326187015,"[ 0.17439485  0.44995527  0.17495175  0.34145614  0.16980916 -1.0492874
  0.90150749  1.23666342  0.40248942 -0.09331889  2.18347817 -0.11998598
  0.96414952  1.59992506 -0.33463103 -0.80876969 -0.27007448  0.43927258
 -0.04458361 -1.58792356  1.25791002  1.45729203  0.90338586  1.33297923
  0.52287204 -0.13035158  1.23922513  1.26583286  0.56256028  1.27162053]"
26,2600,0.037625581162108526,0.261850483784154,"[ 0.17203511  0.44857129  0.17332817  0.34069215  0.17106    -1.05605063
  0.90393755  1.23939873  0.40342576 -0.09208177  2.18707695 -0.12102671
  0.95777954  1.60512185 -0.33368724 -0.80384792 -0.27363111  0.44321867
 -0.04427696 -1.5966402   1.2605198   1.45941162  0.90392424  1.33825351
  0.52053023 -0.13363799  1.24105031  1.26294864  0.56190777  1.27958674]"
27,2700,0.03755565302723729,0.2635500136162162,"[ 0.16985407  0.4473542   0.1718592   0.33999914  0.1722748  -1.06215586
  0.90621352  1.2417979   0.40426521 -0.09099269  2.19025228 -0.12196014
  0.95182545  1.60985775 -0.33282563 -0.79923595 -0.27691772  0.44693169
 -0.04409535 -1.60462179  1.26288134  1.46126871  0.90443996  1.34311886
  0.51837844 -0.13668731  1.24268419  1.26015626  0.56136651  1.2868351 ]"
28,2800,0.037492502149279176,0.265036166897014,"[ 0.16783574  0.44628411  0.17052812  0.3393685   0.17344567 -1.06767053
  0.90834671  1.24390115  0.40501667 -0.09003351  2.19306013 -0.12279735
  0.94626835  1.6141786  -0.33203968 -0.79492196 -0.27995712  0.45042213
 -0.04401491 -1.61193259  1.26502036  1.46289559  0.90493471  1.34760877
  0.51640237 -0.13951691  1.24414963  1.25746757  0.5609212   1.29343662]"
29,2900,0.0374353945874992,0.26633925082302023,"[ 0.16596598  0.4453435   0.16932031  0.33879291  0.17456713 -1.07265469
  0.91034727  1.24574384  0.40568849 -0.08918842  2.19554824 -0.12354825
  0.94108831  1.618125   -0.33132329 -0.79089296 -0.28276985  0.45370033
 -0.04401556 -1.61863094  1.26695962  1.46432054  0.90540977  1.35175375
  0.51458859 -0.14214293  1.24546641  1.25489074  0.5605584   1.29945435]"
30,3000,0.03738368655823965,0.26748487887345146,"[ 0.16423216  0.44451692  0.16822294  0.33826615  0.17563558 -1.07716192
  0.9122244   1.2473571   0.40628843 -0.0884436   2.19775747 -0.12422173
  0.93626492  1.62173296 -0.33067078 -0.78713521 -0.2853744   0.45677651
 -0.04408046 -1.6247699   1.26871926  1.46556832  0.90586613  1.35558164
  0.51292455 -0.1445803   1.2466517   1.25243091  0.5602663   1.30494442]"
31,3100,0.03733681189339162,0.2684947466823245,"[ 0.16262302  0.44379075  0.16722469  0.3377829   0.17664898 -1.08124005
  0.91398643  1.24876835  0.40682362 -0.08778694  2.19972287 -0.12482575
  0.93177776  1.62503454 -0.33007689 -0.78363459 -0.28778746  0.45966067
 -0.0441955  -1.6303977   1.27031716  1.46666064  0.90630455  1.35911784
  0.51139856 -0.14684284  1.24772045  1.25009086  0.56003455  1.30995692]"
32,3200,0.03729427144963792,0.26938727184933464,"[ 0.16112846  0.44315299  0.1663156   0.33733859  0.17760647 -1.08493181
  0.91564097  1.25000172  0.40730063 -0.08720785  2.20147459 -0.12536743
  0.92760667  1.62805831 -0.32953672 -0.78037686 -0.2900242   0.46236263
 -0.04434894 -1.63555823  1.27176926  1.46761649  0.90672563  1.36238558
  0.50999972 -0.14894336  1.24868567  1.2478714   0.55985411  1.31453661]"
33,3300,0.03725562413335222,0.27017812309420225,"[ 0.15973938  0.44259306  0.16548684  0.33692927  0.17850812 -1.08827545
  0.91719494  1.25107848  0.40772542 -0.08669703  2.20303861 -0.12585318
  0.92373197  1.63082985 -0.32904576 -0.77734794 -0.29209836  0.46489196
 -0.04453105 -1.64029144  1.27308973  1.46845258  0.90712989  1.36540611
  0.50871789 -0.1508937   1.24955872  1.24577186  0.55971711  1.3187236 ]"
34,3400,0.037220479269297765,0.27088065907118014,"[ 0.15844756  0.44210164  0.16473058  0.33655154  0.17935472 -1.09130522
  0.91865472  1.25201737  0.40810344 -0.08624634  2.2044374  -0.12628873
  0.92013469  1.63337206 -0.3285998  -0.774534   -0.29402247  0.46725798
 -0.04473378 -1.64463374  1.27429125  1.46918351  0.90751776  1.36819889
  0.50754368 -0.1527048   1.25034955  1.24379034  0.55961673  1.32255389]"
35,3500,0.03718849009137358,0.2715062931718191,"[ 0.15724556  0.44167052  0.16403985  0.33620239  0.18014761 -1.09405182
  0.92002617  1.2528349   0.4084396  -0.0858486   2.20569044 -0.12667924
  0.91679659  1.6357055  -0.328195   -0.77192162 -0.29580796  0.46946972
 -0.04495052 -1.6486183   1.27538516  1.46982214  0.90788964  1.37078175
  0.50646838 -0.15438679  1.25106687  1.24192408  0.55954705  1.32605984]"
36,3600,0.037159348173638494,0.27206479749859086,"[ 0.15612662  0.44129249  0.16340846  0.33587925  0.18088853 -1.09654278
  0.92131469  1.25354565  0.40873837 -0.08549752  2.20681464 -0.12702933
  0.9137003   1.63784867 -0.32782777 -0.76949785 -0.29746528  0.4715359
 -0.04517589 -1.65227538  1.27638162  1.47037972  0.90824591  1.37317106
  0.50548393 -0.15594905  1.25171834  1.24016957  0.55950295  1.3292706 ]"
37,3700,0.03713277865195744,0.2725645566972911,"[ 0.15508457  0.44096116  0.16283085  0.3355798   0.18157951 -1.09880284
  0.92252532  1.25416246  0.40900374 -0.08518756  2.20782472 -0.12734313
  0.91082934  1.63981826 -0.32749485 -0.7672503  -0.299004    0.47346493
 -0.04540552 -1.65563258  1.27728974  1.47086616  0.90858693  1.37538181
  0.50458289 -0.15740024  1.25231071  1.23852284  0.55948003  1.33221244]"
38,3800,0.03710853611255713,0.2730127803470423,"[ 0.15411378  0.44067094  0.16230208  0.33530202  0.18222278 -1.10085423
  0.92366271  1.25469666  0.40923934 -0.08491385  2.20873352 -0.12762437
  0.90816811  1.64162931 -0.3271932  -0.76516716 -0.3004329   0.47526488
 -0.04563591 -1.65871509  1.27811774  1.47129014  0.90891306  1.37742781
  0.50375838 -0.15874839  1.25284994  1.23697956  0.55947453  1.33490912]"
39,3900,0.03708640104483882,0.27341568101288477,"[ 0.15320909  0.44041688  0.16181768  0.33504412  0.18282067 -1.10271691
  0.92473122  1.25515824  0.40944839 -0.0846721   2.2095523  -0.12787639
  0.90570192  1.64329545 -0.32692006 -0.76323721 -0.30176005  0.47694349
 -0.04586429 -1.66154592  1.27887298  1.4716593   0.90922468  1.37932172
  0.50300406 -0.16000091  1.25334129  1.23553514  0.55948319  1.3373821 ]"
40,4000,0.03706617677298196,0.27377862378292506,"[ 0.15236578  0.44019464  0.16137368  0.33480449  0.18337562 -1.10440888
  0.92573491  1.25555603  0.40963381 -0.08445853  2.21029089 -0.12810218
  0.90341697  1.64482899 -0.32667287 -0.76144985 -0.30299287  0.47850814
 -0.04608848 -1.66414608  1.27956212  1.47198034  0.90952216  1.38107519
  0.50231409 -0.16116469  1.25378943  1.23418488  0.55950326  1.33965081]"
41,4100,0.03704768679494831,0.274106252074821,"[ 0.15157949  0.44000037  0.16096646  0.3345817   0.18389003 -1.10594633
  0.92667759  1.25589781  0.40979819 -0.08426982  2.21095794 -0.12830442
  0.90130033  1.64624112 -0.32644929 -0.75979508 -0.30413821  0.47996588
 -0.04630682 -1.66653479  1.28019116  1.47225917  0.90980589  1.38269894
  0.50168309 -0.16224608  1.25419852  1.23292403  0.55953239  1.3417329 ]"
42,4200,0.037030772469073624,0.2744025936546687,"[ 0.15084622  0.43983071  0.16059279  0.33437445  0.18436632 -1.10734385
  0.92756282  1.25619045  0.40994386 -0.08410304  2.21156107 -0.12848554
  0.89933989  1.647542   -0.32624718 -0.7582635  -0.30520238  0.48132341
 -0.04651805 -1.6687296   1.28076552  1.47250097  0.91007628  1.38420283
  0.50110612 -0.16325097  1.25457227  1.23174784  0.55956858  1.34364435]"
43,4300,0.037015290997988004,0.2746711501257869,"[ 0.15016228  0.43968269  0.16024974  0.33418158  0.18480687 -1.10861459
  0.92839395  1.25644001  0.4100729  -0.08395559  2.21210699 -0.1286477
  0.89752435  1.64874086 -0.32606458 -0.75684629 -0.30619122  0.4825871
 -0.04672127 -1.67074658  1.2812901   1.47271029  0.91033371  1.38559595
  0.50057863 -0.16418483  1.25491396  1.23065163  0.55961017  1.34539971]"
44,4400,0.03700111366752187,0.2749149725847293,"[ 0.14952426  0.43955368  0.15993466  0.33400202  0.18521396 -1.10977043
  0.92917415  1.25665185  0.41018715 -0.08382521  2.21260164 -0.12879285
  0.89584317  1.6498461  -0.32589969 -0.7555352  -0.3071101   0.48376297
 -0.04691585 -1.67260041  1.28176935  1.47289115  0.91057862  1.38688667
  0.50009643 -0.16505271  1.25522656  1.22963081  0.55965573  1.34701219]"
45,4500,0.036988124304822026,0.27513672568271497,"[ 0.14892899  0.43944139  0.15964515  0.33383481  0.18558981 -1.11082208
  0.92990638  1.25683068  0.41028827 -0.08370989  2.21305026 -0.12892272
  0.89428652  1.65086538 -0.32575088 -0.7543225  -0.30796402  0.48485672
 -0.0471014  -1.67430454  1.28220728  1.47304707  0.91081142  1.3880827
  0.49965569 -0.16585931  1.25551271  1.22868092  0.55970408  1.34849382]"
46,4600,0.03697621792538405,0.2753387419533559,"[ 0.14837355  0.43934377  0.15937905  0.33367906  0.18593656 -1.11177922
  0.93059344  1.25698068  0.41037773 -0.08360785  2.21345752 -0.12903889
  0.89284527  1.65180569 -0.32561665 -0.753201   -0.3087576   0.48587374
 -0.04727771 -1.67587129  1.28260754  1.47318114  0.91103253  1.38919116
  0.49925289 -0.16660898  1.25577479  1.22779765  0.55975424  1.34985558]"
47,4700,0.0369652995432747,0.27552306795665105,"[ 0.14785523  0.43925905  0.15913436  0.33353398  0.18625623 -1.1126506
  0.93123798  1.25710552  0.41045685 -0.08351754  2.21382755 -0.12914277
  0.89151093  1.6526734  -0.32549563 -0.75216399 -0.30949511  0.4868191
 -0.04744473 -1.67731193  1.28297344  1.47329611  0.91124239  1.39021859
  0.4988848  -0.16730574  1.25601494  1.22697686  0.55980541  1.35110744]"
48,4800,0.03695528312265493,0.2756915035324694,"[ 0.14737152  0.43918564  0.15890931  0.33339881  0.18655074 -1.11344411
  0.93184248  1.25720843  0.41052679 -0.08343758  2.21416404 -0.12923562
  0.89027559  1.65347435 -0.32538658 -0.75120521 -0.31018051  0.4876976
 -0.04760251 -1.67863679  1.28330798  1.47339436  0.91144142  1.39117107
  0.49854844 -0.16795335  1.25623509  1.22621458  0.5598569   1.35225855]"
49,4900,0.036946090651926555,0.27584563524425587,"[ 0.14692008  0.43912216  0.15870225  0.33327287  0.18682192 -1.11416693
  0.93240931  1.25729229  0.41058858 -0.08336675  2.21447027 -0.12931858
  0.88913194  1.65421388 -0.32528836 -0.75031886 -0.31081749  0.48851372
 -0.04775121 -1.67985533  1.28361391  1.47347801  0.91163004  1.39205417
  0.49824111 -0.16855527  1.25643699  1.22550704  0.55990819  1.35331721]"
50,5000,0.03693765132453489,0.27598686491745505,"[ 0.14649873  0.43906739  0.1585117   0.33315554  0.18707148 -1.11482551
  0.93294067  1.2573596   0.41064315 -0.08330399  2.21474916 -0.12939266
  0.88807318  1.65489685 -0.32519994 -0.74949953 -0.31140946  0.4892717
 -0.04789106 -1.68097622  1.2838937   1.47354891  0.91180869  1.39287304
  0.49796032 -0.16911474  1.25662221  1.22485064  0.55995883  1.35429105]"
